table	guest_number	guest_type	dish	timestamp
130	1	man	235	21:09:15.422380
130	1	man	202	21:09:15.422488
130	1	man	17	21:09:15.422512
130	2	man	224	21:09:15.422533
130	2	man	186	21:09:15.422553
130	2	man	96	21:09:15.422569
130	3	child	448	21:09:15.422590
130	3	child	445	21:09:15.422605
130	3	child	470	21:09:15.422620
130	4	woman	228	21:09:15.422640
130	4	woman	243	21:09:15.422658
130	4	woman	58	21:09:15.422674
130	5	woman	119	21:09:15.422694
130	5	woman	139	21:09:15.422711
130	6	man	237	21:09:15.422726
130	6	man	242	21:09:15.422740
130	6	man	62	21:09:15.422808
130	7	woman	206	21:09:15.422827
130	7	woman	159	21:09:15.422842
130	7	woman	128	21:09:15.422881
130	8	man	236	21:09:15.422897
130	8	man	242	21:09:15.422910
130	8	man	15	21:09:15.422939
130	9	man	203	21:09:15.422954
130	9	man	151	21:09:15.422969
130	9	man	106	21:09:15.422982
130	10	man	224	21:09:15.422998
130	10	man	252	21:09:15.423012
130	10	man	384	21:09:15.423068
131	1	man	223	21:12:25.846873
131	1	man	241	21:12:25.846985
131	1	man	77	21:12:25.847010
131	2	woman	161	21:12:25.847034
131	2	woman	284	21:12:25.847099
131	3	man	176	21:12:25.847120
131	3	man	205	21:12:25.847137
131	3	man	81	21:12:25.847190
131	4	man	223	21:12:25.847207
131	4	man	254	21:12:25.847222
131	4	man	62	21:12:25.847250
132	1	man	231	21:15:54.774688
132	1	man	251	21:15:54.774809
132	1	man	28	21:15:54.774908
132	2	woman	153	21:15:54.774946
132	2	woman	164	21:15:54.774977
132	2	woman	402	21:15:54.775055
133	1	man	234	21:19:30.930347
133	1	man	263	21:19:30.930443
133	1	man	252	21:19:30.930465
133	2	woman	55	21:19:30.930484
133	2	woman	67	21:19:30.930497
134	1	woman	239	21:23:15.128362
134	1	woman	252	21:23:15.128478
134	1	woman	313	21:23:15.128561
135	1	man	206	21:26:59.294812
135	1	man	150	21:26:59.294900
135	1	man	105	21:26:59.294920
135	2	man	222	21:26:59.294938
135	2	man	242	21:26:59.294954
135	2	man	11	21:26:59.295003
135	3	man	234	21:26:59.295025
135	3	man	259	21:26:59.295042
135	4	man	200	21:26:59.295057
135	4	man	30	21:26:59.295066
135	4	man	159	21:26:59.295078
135	5	man	229	21:26:59.295090
135	5	man	191	21:26:59.295101
135	5	man	98	21:26:59.295112
135	5	man	91	21:26:59.295122
136	1	man	221	21:31:26.380482
136	1	man	252	21:31:26.380599
136	1	man	399	21:31:26.380681
136	2	woman	54	21:31:26.380705
136	2	woman	61	21:31:26.380723
136	3	man	223	21:31:26.380741
136	3	man	251	21:31:26.380756
136	3	man	78	21:31:26.380771
136	4	woman	249	21:31:26.380792
136	4	woman	140	21:31:26.380811
136	4	woman	197	21:31:26.380830
136	4	woman	343	21:31:26.380859
136	5	man	216	21:31:26.380878
136	5	man	195	21:31:26.380892
136	5	man	51	21:31:26.380950
136	6	man	225	21:31:26.380967
136	6	man	246	21:31:26.380984
136	6	man	364	21:31:26.381012
136	7	woman	55	21:31:26.381028
136	7	woman	58	21:31:26.381041
136	8	woman	115	21:31:26.381058
136	8	woman	141	21:31:26.381071
136	9	man	225	21:31:26.381086
136	9	man	186	21:31:26.381102
136	9	man	97	21:31:26.381115
136	10	woman	203	21:31:26.381131
136	10	woman	159	21:31:26.381147
136	10	woman	122	21:31:26.381164
136	11	man	233	21:31:26.381180
136	11	man	260	21:31:26.381196
136	11	man	242	21:31:26.381210
137	1	woman	250	21:40:23.367264
137	1	woman	144	21:40:23.367426
137	1	woman	199	21:40:23.367482
137	1	woman	436	21:40:23.367586
137	2	man	233	21:40:23.367628
137	2	man	258	21:40:23.367660
137	2	man	250	21:40:23.367687
137	3	man	231	21:40:23.367877
137	3	man	242	21:40:23.368057
137	3	man	16	21:40:23.368277
137	4	woman	235	21:40:23.368331
137	4	woman	341	21:40:23.368379
137	4	woman	168	21:40:23.368408
138	1	man	223	23:18:16.479976
138	1	man	165	23:18:16.480095
138	1	man	109	23:18:16.480119
139	1	man	225	23:18:51.953798
139	1	man	182	23:18:51.953892
139	1	man	92	23:18:51.953917
139	2	woman	235	23:18:51.953941
139	2	woman	247	23:18:51.953960
139	2	woman	399	23:18:51.954061
139	3	woman	236	23:18:51.954110
139	3	woman	322	23:18:51.954243
139	3	woman	156	23:18:51.954299
139	4	man	223	23:18:51.954324
139	4	man	251	23:18:51.954341
139	4	man	78	23:18:51.954357
139	5	child	455	23:18:51.954402
139	5	child	462	23:18:51.954437
139	5	child	468	23:18:51.954464
140	1	man	231	23:19:29.656093
140	1	man	255	23:19:29.656224
140	1	man	62	23:19:29.656327
140	2	man	207	23:19:29.656356
140	2	man	154	23:19:29.656377
140	2	man	106	23:19:29.656393
140	3	man	220	23:19:29.656413
140	3	man	249	23:19:29.656430
140	3	man	362	23:19:29.656484
140	4	woman	192	23:19:29.656509
140	4	woman	424	23:19:29.656546
140	5	woman	161	23:19:29.656572
140	5	woman	341	23:19:29.656607
140	6	man	224	23:19:29.656630
140	6	man	185	23:19:29.656654
140	6	man	95	23:19:29.656672
140	7	man	225	23:19:29.656691
140	7	man	242	23:19:29.656711
140	7	man	301	23:19:29.656748
140	8	man	238	23:19:29.656773
140	8	man	245	23:19:29.656791
140	8	man	76	23:19:29.656905
141	1	man	233	23:20:12.074259
141	1	man	259	23:20:12.074345
141	1	man	250	23:20:12.074367
141	2	woman	152	23:20:12.074385
141	2	woman	166	23:20:12.074398
141	2	woman	442	23:20:12.074451
141	3	man	178	23:20:12.074467
141	3	man	203	23:20:12.074479
141	3	man	52	23:20:12.074523
141	4	woman	151	23:20:12.074536
141	4	woman	166	23:20:12.074547
141	4	woman	360	23:20:12.074568
141	5	man	234	23:20:12.074584
141	5	man	264	23:20:12.074595
142	1	man	234	23:20:57.814008
142	1	man	263	23:20:57.814104
142	1	man	246	23:20:57.814132
142	2	man	219	23:20:57.814154
142	2	man	240	23:20:57.814169
142	2	man	364	23:20:57.814230
143	1	woman	239	23:29:21.603929
143	1	woman	266	23:29:21.604007
143	1	woman	133	23:29:21.604040
143	2	man	234	23:29:21.604063
143	2	man	260	23:29:21.604082
144	1	man	218	23:29:59.538519
144	1	man	254	23:29:59.538612
144	1	man	315	23:29:59.538681
144	2	woman	237	23:29:59.538706
144	2	woman	377	23:29:59.538736
144	2	woman	156	23:29:59.538754
145	1	man	237	23:30:38.316625
145	1	man	197	23:30:38.316733
145	1	man	17	23:30:38.316756
145	2	child	126	23:30:38.316783
145	2	child	470	23:30:38.316804
146	1	woman	226	23:31:17.993927
146	1	woman	248	23:31:17.994096
146	1	woman	53	23:31:17.994154
146	2	man	197	23:31:17.994186
146	2	man	207	23:31:17.994212
146	2	man	83	23:31:17.994279
147	1	man	206	23:31:58.657664
147	1	man	152	23:31:58.657767
147	1	man	107	23:31:58.657790
147	2	man	238	23:31:58.657810
147	2	man	246	23:31:58.657826
147	2	man	82	23:31:58.657891
147	3	man	238	23:31:58.657905
147	3	man	202	23:31:58.657973
147	3	man	18	23:31:58.657987
147	4	man	236	23:31:58.658000
147	4	man	201	23:31:58.658012
147	4	man	17	23:31:58.658023
147	5	man	218	23:31:58.658038
147	5	man	253	23:31:58.658049
147	5	man	90	23:31:58.658075
148	1	woman	192	23:32:43.842991
148	1	woman	295	23:32:43.843138
148	2	man	231	23:32:43.843170
148	2	man	256	23:32:43.843190
148	2	man	86	23:32:43.843242
148	3	woman	223	23:32:43.843261
148	3	woman	68	23:32:43.843276
148	4	woman	228	23:32:43.843293
148	4	woman	255	23:32:43.843307
148	4	woman	55	23:32:43.843320
148	5	woman	171	23:32:43.843337
148	5	woman	54	23:32:43.843350
148	5	woman	115	23:32:43.843370
148	6	woman	121	23:32:43.843382
148	6	woman	135	23:32:43.843392
149	1	man	221	23:33:36.590764
149	1	man	252	23:33:36.590843
149	1	man	423	23:33:36.590910
149	2	man	233	23:33:36.590941
149	2	man	249	23:33:36.590963
149	2	man	23	23:33:36.591020
150	1	woman	152	23:34:31.220251
150	1	woman	168	23:34:31.220348
150	1	woman	413	23:34:31.220421
150	2	man	213	23:34:31.220446
150	2	man	240	23:34:31.220465
150	2	man	112	23:34:31.220518
151	1	woman	124	23:35:27.944759
151	1	woman	139	23:35:27.944844
151	2	man	236	23:35:27.944879
151	2	man	201	23:35:27.944904
151	2	man	18	23:35:27.944926
151	3	woman	238	23:35:27.944950
151	3	woman	266	23:35:27.944972
151	3	woman	130	23:35:27.944999
151	4	child	443	23:35:27.945025
151	4	child	466	23:35:27.945048
152	1	woman	181	23:36:32.473434
152	1	woman	56	23:36:32.473528
152	1	woman	119	23:36:32.473562
152	2	woman	238	23:36:32.473584
152	2	woman	427	23:36:32.473992
152	2	woman	162	23:36:32.474051
152	3	woman	167	23:36:32.474090
152	3	woman	286	23:36:32.474111
152	3	woman	118	23:36:32.474126
152	4	woman	124	23:36:32.474143
152	4	woman	288	23:36:32.474174
152	5	man	222	23:36:32.474194
152	5	man	165	23:36:32.474208
152	5	man	109	23:36:32.474220
152	6	woman	222	23:36:32.474231
152	6	woman	69	23:36:32.474243
152	7	woman	222	23:36:32.474254
152	7	woman	68	23:36:32.474264
152	8	woman	208	23:36:32.474278
152	8	woman	168	23:36:32.474288
152	8	woman	137	23:36:32.474300
152	9	man	221	23:36:32.474323
152	9	man	246	23:36:32.474334
152	9	man	83	23:36:32.474369
152	10	woman	168	23:36:32.474380
152	10	woman	132	23:36:32.474390
152	11	man	234	23:36:32.474403
152	11	man	264	23:36:32.474414
152	12	man	171	23:36:32.474428
152	12	man	204	23:36:32.474438
152	12	man	13	23:36:32.474458
153	1	woman	227	23:38:48.669427
153	1	woman	244	23:38:48.669515
153	1	woman	53	23:38:48.669533
153	2	man	233	23:38:48.669549
153	2	man	254	23:38:48.669561
153	2	man	107	23:38:48.669640
153	3	man	223	23:38:48.669655
153	3	man	248	23:38:48.669665
153	3	man	79	23:38:48.669675
153	4	man	232	23:38:48.669686
153	4	man	184	23:38:48.669700
153	4	man	101	23:38:48.669709
153	4	man	95	23:38:48.669718
153	5	man	206	23:38:48.669730
153	5	man	155	23:38:48.669742
153	5	man	107	23:38:48.669751
153	6	woman	196	23:38:48.669774
153	6	woman	350	23:38:48.669864
153	7	man	218	23:38:48.669895
153	7	man	248	23:38:48.669917
153	7	man	406	23:38:48.669956
153	8	child	443	23:38:48.669989
153	8	child	467	23:38:48.670014
153	9	woman	159	23:38:48.670030
153	9	woman	195	23:38:48.670040
153	9	woman	342	23:38:48.670063
153	10	man	233	23:38:48.670076
153	10	man	263	23:38:48.670087
153	10	man	256	23:38:48.670097
153	11	man	234	23:38:48.670108
153	11	man	244	23:38:48.670117
153	11	man	89	23:38:48.670140
